origin_id,destination_id,origin_value,destination_value,distance_m,reward
S002,S037,549635.75,93226.00,7700.59,6654079.180363
S002,S038,549635.75,89049.00,12286.91,3983466.916498
S002,S039,549635.75,82028.00,8441.32,5341053.870824
S002,S040,549635.75,76596.00,12966.46,3246831.293804
S002,S041,549635.75,70363.00,9109.43,4245493.845866
S002,S042,549635.75,60000.00,4196.99,7857561.565548
S002,S043,549635.75,60000.00,2140.38,15407600.311305
S002,S044,549635.75,52204.00,13441.12,2134732.213168
S002,S045,549635.75,44256.00,2083.52,11674808.786204
S002,S046,549635.75,41735.00,16070.83,1427371.677810
S002,S047,549635.75,30000.00,5128.36,3215269.049629
S002,S048,549635.75,30000.00,8152.95,2022467.736763
S002,S049,549635.75,30000.00,12754.28,1292827.048927
S002,S050,549635.75,30000.00,8014.43,2057421.859957
S002,S051,549635.75,30000.00,12485.43,1320665.401990
S002,S052,549635.75,30000.00,7500.11,2198511.105075
S002,S053,549635.75,30000.00,11658.17,1414379.663163
S002,S054,549635.75,30000.00,1560.37,10567416.037223
S003,S004,474926.85,455777.26,11160.08,19395996.877236
S003,S005,474926.85,407749.16,7917.69,24458032.630029
S003,S006,474926.85,388392.48,11234.49,16418902.374294
S003,S007,474926.85,325443.30,7901.76,19560409.921060
S003,S008,474926.85,322506.00,4718.60,32460185.218710
S003,S009,474926.85,301965.00,9550.64,15015879.923022
S003,S010,474926.85,300000.00,9316.27,15293461.555181
S003,S011,474926.85,291757.76,12517.26,11069802.204171
S003,S012,474926.85,256253.00,8828.47,13785115.907251
S003,S013,474926.85,255969.52,15085.28,8058637.369809
S003,S014,474926.85,255460.18,3397.65,35708481.796351
S003,S015,474926.85,248397.61,12880.40,9158929.564003
S003,S016,474926.85,238774.51,4183.56,27106203.321829
S003,S017,474926.85,229598.00,8345.18,13066488.886455
S003,S018,474926.85,225003.45,4351.27,24558361.539144
S003,S019,474926.85,220000.00,14053.88,7434526.045485
S003,S020,474926.85,216504.00,8613.27,11937814.400503
S003,S021,474926.85,213704.16,7154.24,14186530.574971
S003,S022,474926.85,210696.11,14865.98,6731156.178117
S003,S023,474926.85,198527.22,13365.02,7054675.957191
S003,S024,474926.85,197250.99,6908.74,13559606.861259
S003,S025,474926.85,159783.00,9181.76,8264778.543282
S003,S026,474926.85,149164.40,11578.83,6118247.983871
S003,S027,474926.85,127590.00,5932.49,10214253.510262
S003,S028,474926.85,123739.00,11301.60,5199879.779874
S003,S029,474926.85,123552.00,8369.52,7010933.428819
S003,S030,474926.85,120000.00,9554.00,5965165.764552
S003,S031,474926.85,120000.00,7414.91,7686026.594224
S003,S032,474926.85,114442.00,3027.36,17953430.943768
S003,S033,474926.85,109914.00,11646.35,4482186.083919
S003,S034,474926.85,106912.00,6377.88,7961174.650493
S003,S035,474926.85,98981.00,11566.52,4064207.038462
S003,S036,474926.85,93904.00,10065.38,4430784.157534
S003,S037,474926.85,93226.00,8728.20,5072697.102687
S003,S038,474926.85,89049.00,13270.53,3186893.637422
S003,S039,474926.85,82028.00,6266.49,6216761.712367
S003,S040,474926.85,76596.00,12691.65,2866254.269087
S003,S041,474926.85,70363.00,10901.24,3065456.378915
S003,S042,474926.85,60000.00,3101.99,9186235.169089
S003,S043,474926.85,60000.00,1581.11,18022555.650652
S003,S044,474926.85,52204.00,13802.91,1796220.933231
S003,S045,474926.85,44256.00,4166.00,5045219.408779
S003,S046,474926.85,41735.00,15884.47,1247827.460348
S003,S047,474926.85,30000.00,3438.81,4143238.022550
S003,S048,474926.85,30000.00,6371.75,2236090.494872
S003,S049,474926.85,30000.00,14375.93,991087.502502
S003,S050,474926.85,30000.00,10038.91,1419258.587625
S003,S051,474926.85,30000.00,12961.83,1099212.076056
S003,S052,474926.85,30000.00,8932.46,1595060.318998
S003,S053,474926.85,30000.00,12901.05,1104391.252894
S003,S054,474926.85,30000.00,3802.24,3747209.369572
S004,S005,455777.26,407749.16,3260.00,57007076.263953
S004,S006,455777.26,388392.48,2772.04,63859324.542045
S004,S007,455777.26,325443.30,5856.84,25325903.872117
S004,S008,455777.26,322506.00,9065.33,16214614.718459
S004,S009,455777.26,301965.00,2323.02,59245674.343271
S004,S010,455777.26,300000.00,4343.58,31479348.054237
S004,S011,455777.26,291757.76,4056.12,32784181.755010
S004,S012,455777.26,256253.00,2481.02,47075092.406642
S004,S013,455777.26,255969.52,7262.53,16063969.132776
S004,S014,455777.26,255460.18,8551.76,13615086.039094
S004,S015,455777.26,248397.61,10862.54,10422418.186916
S004,S016,455777.26,238774.51,7118.23,15288639.246774
S004,S017,455777.26,229598.00,6766.31,15465683.610033
S004,S018,455777.26,225003.45,9254.90,11080771.358405
S004,S019,455777.26,220000.00,6999.87,14324691.919318
S004,S020,455777.26,216504.00,8520.92,11580633.067276
S004,S021,455777.26,213704.16,9628.92,10115520.201215
S004,S022,455777.26,210696.11,5413.24,17739916.938057
S004,S023,455777.26,198527.22,2594.40,34876729.259442
S004,S024,455777.26,197250.99,7379.73,12182366.069064
S004,S025,455777.26,159783.00,2851.08,25543095.826959
S004,S026,455777.26,149164.40,6553.98,10373201.225149
S004,S027,455777.26,127590.00,5267.01,11040912.208230
S004,S028,455777.26,123739.00,8306.62,6789455.789903
S004,S029,455777.26,123552.00,10477.98,5374336.723413
S004,S030,455777.26,120000.00,1758.58,31100777.900135
S004,S031,455777.26,120000.00,4348.86,12576469.904933
S004,S032,455777.26,114442.00,8836.55,5902763.237156
S004,S033,455777.26,109914.00,1319.84,37956282.065273
S004,S034,455777.26,106912.00,5040.34,9667609.883754
S004,S035,455777.26,98981.00,1447.00,31177209.875121
S004,S036,455777.26,93904.00,5518.99,7754918.457673
S004,S037,455777.26,93226.00,7450.85,5702741.629995
S004,S038,455777.26,89049.00,8154.36,4977279.873881
S004,S039,455777.26,82028.00,6713.14,5569155.287866
S004,S040,455777.26,76596.00,2938.75,11879446.321821
S004,S041,455777.26,70363.00,10544.21,3041465.374440
S004,S042,455777.26,60000.00,8136.95,3360797.967320
S004,S043,455777.26,60000.00,10266.04,2663797.140819
S004,S044,455777.26,52204.00,5925.79,4015227.466369
S004,S045,455777.26,44256.00,10838.34,1861067.789453
S004,S046,455777.26,41735.00,5563.57,3419003.338960
S004,S047,455777.26,30000.00,7776.94,1758186.492877
S004,S048,455777.26,30000.00,5525.01,2474805.056187
S004,S049,455777.26,30000.00,11460.32,1193100.906703
S004,S050,455777.26,30000.00,11197.92,1221058.793661
S004,S051,455777.26,30000.00,5975.20,2288346.213317
S004,S052,455777.26,30000.00,8767.05,1559626.605078
S004,S053,455777.26,30000.00,9058.26,1509485.395680
S004,S054,455777.26,30000.00,13591.98,1005983.997222
S005,S006,407749.16,388392.48,4258.26,37190497.073578
S005,S007,407749.16,325443.30,4373.63,30340759.173036
S005,S008,407749.16,322506.00,6083.36,21616583.587069
S005,S009,407749.16,301965.00,2373.65,51872062.506584
S005,S010,407749.16,300000.00,3317.94,36867729.129728
S005,S011,407749.16,291757.76,5824.05,20426337.871594
S005,S012,407749.16,256253.00,1363.55,76628821.404345
S005,S013,407749.16,255969.52,9051.84,11530403.889670
S005,S014,407749.16,255460.18,5340.07,19506061.888641
S005,S015,407749.16,248397.61,10592.16,9562155.472585
S005,S016,407749.16,238774.51,3986.62,24421700.750132
S005,S017,407749.16,229598.00,4923.11,19016105.907842
S005,S018,407749.16,225003.45,6528.04,14053992.306617
S005,S019,407749.16,220000.00,8398.89,10680559.970964
S005,S020,407749.16,216504.00,6614.17,13346996.719498
S005,S021,407749.16,213704.16,7648.38,11392957.420678
S005,S022,407749.16,210696.11,7876.20,10907685.965481
S005,S023,407749.16,198527.22,5655.70,14312860.068164
S005,S024,407749.16,197250.99,4934.28,16300045.766731
S005,S025,407749.16,159783.00,1903.89,34220162.743403
S005,S026,407749.16,149164.40,6891.25,8825919.686559
S005,S027,407749.16,127590.00,2007.03,25921275.022621
S005,S028,407749.16,123739.00,8055.99,6262972.468716
S005,S029,407749.16,123552.00,8766.91,5746407.729552
S005,S030,407749.16,120000.00,1661.89,29442275.682086
S005,S031,407749.16,120000.00,1665.56,29377361.573824
S005,S032,407749.16,114442.00,5778.73,8075071.946911
S005,S033,407749.16,109914.00,3791.65,11820022.738998
S005,S034,407749.16,106912.00,2217.45,19659235.884214
S005,S035,407749.16,98981.00,3950.21,10217037.002629
S005,S036,407749.16,93904.00,5319.06,7198504.269579
S005,S037,407749.16,93226.00,6263.35,6069087.271133
S005,S038,407749.16,89049.00,8798.09,4126992.563798
S005,S039,407749.16,82028.00,3984.65,8393925.132808
S005,S040,407749.16,76596.00,5375.55,5809998.825063
S005,S041,407749.16,70363.00,9644.09,2974926.074193
S005,S042,407749.16,60000.00,4946.33,4946082.324902
S005,S043,407749.16,60000.00,7109.64,3441095.318977
S005,S044,407749.16,52204.00,7616.14,2794870.720187
S005,S045,407749.16,44256.00,8063.03,2238035.922026
S005,S046,407749.16,41735.00,8469.89,2009165.882200
S005,S047,407749.16,30000.00,4518.23,2707361.695474
S005,S048,407749.16,30000.00,2582.86,4736023.448943
S005,S049,407749.16,30000.00,11578.11,1056517.484884
S005,S050,407749.16,30000.00,9886.15,1237333.947104
S005,S051,407749.16,30000.00,7210.23,1696543.673469
S005,S052,407749.16,30000.00,7484.10,1634461.877747
S005,S053,407749.16,30000.00,9276.40,1318666.285854
S005,S054,407749.16,30000.00,10554.62,1158968.231825
S006,S007,388392.48,325443.30,4222.92,29931865.605214
S006,S008,388392.48,322506.00,10293.94,12168212.108745
S006,S009,388392.48,301965.00,1903.28,61620534.142178
S006,S010,388392.48,300000.00,6681.16,17439757.041662
S006,S011,388392.48,291757.76,1572.47,72062540.023606
S006,S012,388392.48,256253.00,2899.53,34325082.910219
S006,S013,388392.48,255969.52,4852.42,20488069.191783
S006,S014,388392.48,255460.18,9315.11,10651386.396752
S006,S015,388392.48,248397.61,8183.12,11789609.509055
S006,S016,388392.48,238774.51,7056.51,13142230.780035
S006,S017,388392.48,229598.00,8880.40,10041682.174332
S006,S018,388392.48,225003.45,8332.29,10488065.328138
S006,S019,388392.48,220000.00,4369.74,19554091.906501
S006,S020,388392.48,216504.00,10638.96,7903829.810091
S006,S021,388392.48,213704.16,7916.19,10484979.345986
S006,S022,388392.48,210696.11,3711.82,22046513.764250
S006,S023,388392.48,198527.22,2704.90,28506255.575869
S006,S024,388392.48,197250.99,9141.54,8380516.668533
S006,S025,388392.48,159783.00,4986.63,12444972.556928
S006,S026,388392.48,149164.40,3824.24,15149259.729897
S006,S027,388392.48,127590.00,5931.47,8354589.985737
S006,S028,388392.48,123739.00,5678.50,8463380.897493
S006,S029,388392.48,123552.00,8506.19,5641379.101978
S006,S030,388392.48,120000.00,3681.48,12659871.599585
S006,S031,388392.48,120000.00,5858.98,7954819.718609
S006,S032,388392.48,114442.00,8462.39,5252464.206878
S006,S033,388392.48,109914.00,4069.18,10490997.684829
S006,S034,388392.48,106912.00,4882.30,8504977.382873
S006,S035,388392.48,98981.00,1471.08,26132854.385485
S006,S036,388392.48,93904.00,3072.27,11871220.114957
S006,S037,388392.48,93226.00,5346.48,6772356.697462
S006,S038,388392.48,89049.00,5382.81,6425264.961135
S006,S039,388392.48,82028.00,8238.41,3867138.775309
S006,S040,388392.48,76596.00,1522.58,19538755.804674
S006,S041,388392.48,70363.00,8095.88,3375599.319586
S006,S042,388392.48,60000.00,8139.15,2863141.368848
S006,S043,388392.48,60000.00,10034.57,2322326.868059
S006,S044,388392.48,52204.00,3427.79,5915080.546690
S006,S045,388392.48,44256.00,9876.58,1740348.493395
S006,S046,388392.48,41735.00,4663.91,3475527.143360
S006,S047,388392.48,30000.00,8174.22,1425429.484245
S006,S048,388392.48,30000.00,6839.73,1703541.906140
S006,S049,388392.48,30000.00,8705.17,1338488.446500
S006,S050,388392.48,30000.00,8938.44,1303558.201431
S006,S051,388392.48,30000.00,3265.05,3568633.682345
S006,S052,388392.48,30000.00,6611.38,1762381.426052
S006,S053,388392.48,30000.00,6307.18,1847382.318374
S006,S054,388392.48,30000.00,12947.24,899942.683798
S007,S008,325443.30,322506.00,8634.73,12155261.062750
S007,S009,325443.30,301965.00,3534.20,27806160.650456
S007,S010,325443.30,300000.00,7690.61,12695082.580050
S007,S011,325443.30,291757.76,5022.27,18905928.531443
S007,S012,325443.30,256253.00,3751.81,22228128.784158
S007,S013,325443.30,255969.52,7203.28,11564674.499768
S007,S014,325443.30,255460.18,7097.52,11713648.203901
S007,S015,325443.30,248397.61,6411.81,12607881.480963
S007,S016,325443.30,238774.51,4137.64,18780627.663466
S007,S017,325443.30,229598.00,9000.46,8301926.099619
S007,S018,325443.30,225003.45,4274.51,17130837.171648
S007,S019,325443.30,220000.00,6152.95,11636290.582396
S007,S020,325443.30,216504.00,10523.17,6695677.420642
S007,S021,325443.30,213704.16,3793.64,18332925.652266
S007,S022,325443.30,210696.11,7348.09,9331625.073980
S007,S023,325443.30,198527.22,6895.05,9370398.393693
S007,S024,325443.30,197250.99,8556.42,7502437.074678
S007,S025,325443.30,159783.00,6193.89,8395420.293373
S007,S026,325443.30,149164.40,3720.66,13047292.992209
S007,S027,325443.30,127590.00,4519.89,9186797.527835
S007,S028,325443.30,123739.00,4049.24,9945090.250355
S007,S029,325443.30,123552.00,4638.06,8669397.553204
S007,S030,325443.30,120000.00,5344.30,7307446.008456
S007,S031,325443.30,120000.00,5754.75,6786251.448064
S007,S032,325443.30,114442.00,4889.86,7616662.312437
S007,S033,325443.30,109914.00,7040.16,5080961.510768
S007,S034,325443.30,106912.00,2816.50,12353570.566712
S007,S035,325443.30,98981.00,5291.31,6087849.355050
S007,S036,325443.30,93904.00,2164.84,14116728.534737
S007,S037,325443.30,93226.00,1892.95,16027777.279680
S007,S038,325443.30,89049.00,5543.24,5228064.153246
S007,S039,325443.30,82028.00,7423.72,3595969.267364
S007,S040,325443.30,76596.00,5717.94,4359551.360111
S007,S041,325443.30,70363.00,5276.81,4339587.273121
S007,S042,325443.30,60000.00,5070.79,3850802.906513
S007,S043,325443.30,60000.00,6464.37,3020648.208144
S007,S044,325443.30,52204.00,5981.48,2840339.191814
S007,S045,325443.30,44256.00,5746.26,2506468.954738
S007,S046,325443.30,41735.00,8669.90,1566612.590571
S007,S047,325443.30,30000.00,5640.28,1730994.020145
S007,S048,325443.30,30000.00,6064.27,1609971.467012
S007,S049,325443.30,30000.00,7591.27,1286122.773349
S007,S050,325443.30,30000.00,5557.42,1756804.166457
S007,S051,325443.30,30000.00,5081.45,1921359.056156
S007,S052,325443.30,30000.00,3124.08,3125171.448543
S007,S053,325443.30,30000.00,5530.05,1765498.507720
S007,S054,325443.30,30000.00,8921.53,1094352.980219
S008,S009,322506.00,301965.00,8390.80,11606232.221992
S008,S010,322506.00,300000.00,5731.10,16881896.020090
S008,S011,322506.00,291757.76,11832.66,7952026.851388
S008,S012,322506.00,256253.00,7408.05,11155856.747789
S008,S013,322506.00,255969.52,14953.28,5520642.754729
S008,S014,322506.00,255460.18,1833.05,44945469.125660
S008,S015,322506.00,248397.61,14839.55,5398393.036940
S008,S016,322506.00,238774.51,4740.25,16245170.713359
S008,S017,322506.00,229598.00,3977.82,18614891.102955
S008,S018,322506.00,225003.45,7227.93,10039524.122686
S008,S019,322506.00,220000.00,14158.61,5011176.996951
S008,S020,322506.00,216504.00,3910.35,17856161.430874
S008,S021,322506.00,213704.16,9871.51,6981793.187419
S008,S022,322506.00,210696.11,13954.96,4869291.428867
S008,S023,322506.00,198527.22,11623.37,5508405.742907
S008,S024,322506.00,197250.99,2492.66,25520812.205626
S008,S025,322506.00,159783.00,6378.43,8078937.976961
S008,S026,322506.00,149164.40,12162.23,3955395.030799
S008,S027,322506.00,127590.00,4440.51,9266622.969959
S008,S028,322506.00,123739.00,12660.98,3151932.930348
S008,S029,322506.00,123552.00,11219.42,3551544.407712
S008,S030,322506.00,120000.00,7308.27,5295467.985103
S008,S031,322506.00,120000.00,4716.48,8205429.402577
S008,S032,322506.00,114442.00,5459.14,6760820.314336
S008,S033,322506.00,109914.00,9028.77,3926107.989973
S008,S034,322506.00,106912.00,5966.01,5779370.820276
S008,S035,322506.00,98981.00,10003.94,3190940.427821
S008,S036,322506.00,93904.00,10482.74,2888996.101866
S008,S037,322506.00,93226.00,10204.06,2946468.188197
S008,S038,322506.00,89049.00,14077.28,2040083.993939
S008,S039,322506.00,82028.00,2459.80,10754762.339084
S008,S040,322506.00,76596.00,11458.26,2155882.696675
S008,S041,322506.00,70363.00,13228.42,1715434.284398
S008,S042,322506.00,60000.00,4321.24,4477969.646879
S008,S043,322506.00,60000.00,5333.70,3627941.486162
S008,S044,322506.00,52204.00,13530.80,1244279.945376
S008,S045,322506.00,44256.00,7951.86,1794904.626306
S008,S046,322506.00,41735.00,14518.58,927073.493306
S008,S047,322506.00,30000.00,3250.81,2976235.464704
S008,S048,322506.00,30000.00,3553.06,2723055.476250
S008,S049,322506.00,30000.00,16151.44,599029.033396
S008,S050,322506.00,30000.00,12808.82,755352.724603
S008,S051,322506.00,30000.00,12964.42,746287.389993
S008,S052,322506.00,30000.00,10961.48,882652.660866
S008,S053,322506.00,30000.00,14164.78,683044.746138
S008,S054,322506.00,30000.00,8512.03,1136647.934946
S009,S010,301965.00,300000.00,5133.36,17647209.926699
S009,S011,301965.00,291757.76,3456.36,25489408.252462
S009,S012,301965.00,256253.00,1010.43,76580903.500250
S009,S013,301965.00,255969.52,6680.48,11570096.243518
S009,S014,301965.00,255460.18,7445.79,10360219.357900
S009,S015,301965.00,248397.61,8924.16,8404976.488127
S009,S016,301965.00,238774.51,5374.53,13415402.411096
S009,S017,301965.00,229598.00,7148.64,9698421.111729
S009,S018,301965.00,225003.45,7107.21,9559748.319738
S009,S019,301965.00,220000.00,6062.46,10957981.436855
S009,S020,301965.00,216504.00,8886.19,7357104.787947
S009,S021,301965.00,213704.16,7308.31,8829832.182540
S009,S022,301965.00,210696.11,5589.06,11383471.532988
S009,S023,301965.00,198527.22,3856.69,15543953.049429
S009,S024,301965.00,197250.99,7294.87,8165042.529002
S009,S025,301965.00,159783.00,3424.50,14089308.881172
S009,S026,301965.00,149164.40,4841.79,9302850.548133
S009,S027,301965.00,127590.00,4047.17,9519661.288852
S009,S028,301965.00,123739.00,6338.30,5895093.474152
S009,S029,301965.00,123552.00,8161.18,4571442.553309
S009,S030,301965.00,120000.00,2209.49,16400067.085325
S009,S031,301965.00,120000.00,4009.62,9037204.938314
S009,S032,301965.00,114442.00,6934.84,4983167.413581
S009,S033,301965.00,109914.00,3529.62,9403320.197493
S009,S034,301965.00,106912.00,3179.54,10153558.469543
S009,S035,301965.00,98981.00,2059.52,14512519.522453
S009,S036,301965.00,93904.00,3487.60,8130429.218477
S009,S037,301965.00,93226.00,5175.57,5439203.175738
S009,S038,301965.00,89049.00,6668.08,4032596.177643
S009,S039,301965.00,82028.00,6358.07,3895772.253657
S009,S040,301965.00,76596.00,3186.43,7258690.684467
S009,S041,301965.00,70363.00,8374.49,2537128.423806
S009,S042,301965.00,60000.00,6450.71,2808668.214006
S009,S043,301965.00,60000.00,8459.87,2141628.640123
S009,S044,301965.00,52204.00,5244.90,3005544.328634
S009,S045,301965.00,44256.00,8690.16,1537804.487914
S009,S046,301965.00,41735.00,6374.94,1976882.122695
S009,S047,301965.00,30000.00,6366.81,1422840.625737
S009,S048,301965.00,30000.00,4946.83,1831264.357848
S009,S049,301965.00,30000.00,9713.00,932662.860655
S009,S050,301965.00,30000.00,8935.45,1013821.645786
S009,S051,301965.00,30000.00,4886.61,1853829.758832
S009,S052,301965.00,30000.00,6490.91,1395636.405571
S009,S053,301965.00,30000.00,7333.48,1235287.127540
S009,S054,301965.00,30000.00,11593.29,781396.042023
S010,S011,300000.00,291757.76,8188.62,10688892.968225
S010,S012,300000.00,256253.00,4282.84,17949737.739353
S010,S013,300000.00,255969.52,11477.21,6690722.171828
S010,S014,300000.00,255460.18,6027.66,12714400.536427
S010,S015,300000.00,248397.61,13860.49,5376382.510173
S010,S016,300000.00,238774.51,6305.18,11360879.417769
S010,S017,300000.00,229598.00,2489.99,27662511.027697
S010,S018,300000.00,225003.45,9257.18,7291752.767144
S010,S019,300000.00,220000.00,11049.40,5973176.907306
S010,S020,300000.00,216504.00,4205.13,15445712.550886
S010,S021,300000.00,213704.16,10813.31,5928920.846679
S010,S022,300000.00,210696.11,9755.40,6479369.106027
S010,S023,300000.00,198527.22,6847.87,8697323.047675
S010,S024,300000.00,197250.99,3472.06,17043289.391312
S010,S025,300000.00,159783.00,1713.58,27973573.219250
S010,S026,300000.00,149164.40,9960.68,4492595.383087
S010,S027,300000.00,127590.00,4085.02,9370087.050077
S010,S028,300000.00,123739.00,11298.90,3285427.075046
S010,S029,300000.00,123552.00,11995.74,3089896.135350
S010,S030,300000.00,120000.00,3003.87,11984535.620071
S010,S031,300000.00,120000.00,2248.48,16010787.946760
S010,S032,300000.00,114442.00,8068.07,4255367.216189
S010,S033,300000.00,109914.00,3729.28,8841973.472522
S010,S034,300000.00,106912.00,5280.47,6074001.364689
S010,S035,300000.00,98981.00,5703.97,5205901.122372
S010,S036,300000.00,93904.00,8493.94,3316622.113548
S010,S037,300000.00,93226.00,9581.16,2919039.810217
S010,S038,300000.00,89049.00,11801.42,2263684.626561
S010,S039,300000.00,82028.00,3309.97,7434622.738538
S010,S040,300000.00,76596.00,7252.55,3168377.064790
S010,S041,300000.00,70363.00,12961.94,1628528.772339
S010,S042,300000.00,60000.00,6934.35,2595771.888674
S010,S043,300000.00,60000.00,9020.15,1995533.309525
S010,S044,300000.00,52204.00,10081.15,1553513.594474
S010,S045,300000.00,44256.00,10658.98,1245597.286827
S010,S046,300000.00,41735.00,9818.12,1275244.724206
S010,S047,300000.00,30000.00,6029.21,1492732.090889
S010,S048,300000.00,30000.00,2980.33,3019801.864585
S010,S049,300000.00,30000.00,14775.73,609107.026803
S010,S050,300000.00,30000.00,13180.11,682847.142713
S010,S051,300000.00,30000.00,9919.53,907300.977774
S010,S052,300000.00,30000.00,10794.18,833782.481262
S010,S053,300000.00,30000.00,12425.48,724317.947892
S010,S054,300000.00,30000.00,12616.51,713351.170639
S011,S012,291757.76,256253.00,4461.95,16755866.478244
S011,S013,291757.76,255969.52,3296.63,22653790.785432
S011,S014,291757.76,255460.18,10790.57,6907188.057414
S011,S015,291757.76,248397.61,7545.47,9604695.079059
S011,S016,291757.76,238774.51,8377.00,8316136.450011
S011,S017,291757.76,229598.00,10433.91,6420121.818161
S011,S018,291757.76,225003.45,9285.27,7069961.304501
S011,S019,291757.76,220000.00,2945.70,21789974.684643
S011,S020,291757.76,216504.00,12195.71,5179420.845914
S011,S021,291757.76,213704.16,8414.02,7410232.985676
S011,S022,291757.76,210696.11,2360.51,26041942.268563
S011,S023,291757.76,198527.22,2875.32,20144506.881076
S011,S024,291757.76,197250.99,10713.99,5371435.121686
